figure_id,pdf_page,status,match_score,second_best_score,page_image,adversarial_image,message,,,
fig_185,7,manual,0.470344,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_185_page.png,,below_threshold,,,
fig_186,15,manual,0.496588,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_186_page.png,,below_threshold,,,
fig_187,7,ok,0.825996,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_187_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_187_page_adverserial.png,template,,,
fig_188,9,ok,0.794617,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_188_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_188_page_adverserial.png,template,,,
fig_189,15,ok,0.749095,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_189_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_189_page_adverserial.png,template,,,
fig_190,8,manual,0.553793,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_190_page.png,,below_threshold,,,
fig_191,9,manual,0.457848,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_191_page.png,,below_threshold,,,
fig_192,7,ok,0.78749,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_192_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_192_page_adverserial.png,template,,,
fig_193,28,ok,0.888738,0.333903,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_193_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_193_page_adverserial.png,template,,,
fig_194,5,manual,1,1,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_194_page.png,,ambiguous,,,
fig_195,11,ok,0.77925,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_195_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_195_page_adverserial.png,template,,,
fig_196,7,ok,0.832116,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_196_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_196_page_adverserial.png,template,,,
fig_197,7,ok,0.667852,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_197_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_197_page_adverserial.png,template,,,
fig_198,7,ok,0.831055,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_198_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_198_page_adverserial.png,template,,,
fig_199,10,ok,0.735319,0.032784,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_199_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_199_page_adverserial.png,template,,,
fig_200,4,ok,0.977776,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_200_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_200_page_adverserial.png,template,,,
fig_201,2,ok,0.887013,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_201_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_201_page_adverserial.png,template,,,
fig_202,5,ok,0.812871,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_202_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_202_page_adverserial.png,template,,,
fig_203,5,manual,0.987505,0.987504,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_203_page.png,,ambiguous,,,
fig_204,13,ok,0.954598,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_204_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_204_page_adverserial.png,template,,,
fig_205,2,manual,0.463422,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_205_page.png,,below_threshold,,,
fig_206,6,ok,0.934237,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_206_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_206_page_adverserial.png,template,,,
fig_207,3,ok,0.959486,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_207_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_207_page_adverserial.png,template,,,
fig_208,15,ok,0.926365,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_208_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_208_page_adverserial.png,template,,,
fig_209,10,ok,0.727664,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_209_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_209_page_adverserial.png,template,,,
fig_210,2,ok,0.855671,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_210_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_210_page_adverserial.png,template,,,
fig_211,4,ok,0.887811,0.175204,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_211_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_211_page_adverserial.png,template,,,
fig_212,17,ok,0.981303,0.243343,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_212_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_212_page_adverserial.png,template,,,
fig_213,5,match_failed,0.170335,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_213_page.png,,below_threshold,,,
fig_214,3,manual,0.756817,0.756687,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_214_page.png,,ambiguous,,,
fig_215,20,ok,0.624791,0.140946,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_215_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_215_page_adverserial.png,template,,,
fig_216,5,ok,0.713863,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_216_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_216_page_adverserial.png,template,,,
fig_217,5,ok,0.971556,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_217_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_217_page_adverserial.png,template,,,
fig_218,10,ok,0.860194,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_218_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_218_page_adverserial.png,template,,,
fig_219,7,ok,0.81512,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_219_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_219_page_adverserial.png,template,,,
fig_220,7,ok,0.620529,0.002586,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_220_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_220_page_adverserial.png,template,,,
fig_221,3,ok,0.932102,0.813261,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_221_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_221_page_adverserial.png,template,,,
fig_222,9,ok,0.961959,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_222_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_222_page_adverserial.png,template,,,
fig_223,17,ok,0.952595,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_223_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_223_page_adverserial.png,template,,,
fig_224,6,ok,0.979429,0.212101,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_224_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_224_page_adverserial.png,template,,,
fig_225,6,ok,0.95847,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_225_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_225_page_adverserial.png,template,,,
fig_226,5,ok,0.801634,0.629401,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_226_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_226_page_adverserial.png,template,,,
fig_227,4,ok,0.811261,0.373828,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_227_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_227_page_adverserial.png,template,,,
fig_228,13,ok,0.982146,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_228_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_228_page_adverserial.png,template,,,
fig_229,7,ok,0.910017,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_229_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_229_page_adverserial.png,template,,,
fig_230,2,manual,1,1,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_230_page.png,,ambiguous,,,
fig_231,7,ok,0.966698,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_231_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_231_page_adverserial.png,template,,,
fig_232,5,manual,0.898128,0.868587,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_232_page.png,,ambiguous,,,
fig_233,18,ok,0.915779,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_233_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_233_page_adverserial.png,template,,,
fig_234,5,ok,0.971339,0.474431,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_234_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_234_page_adverserial.png,template,,,
fig_235,11,manual,0.635733,0.635731,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_235_page.png,,ambiguous,,,
fig_236,4,manual,0.475186,0.464298,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_236_page.png,,below_threshold,,,
fig_237,13,ok,0.991969,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_237_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_237_page_adverserial.png,template,,,
fig_238,5,ok,0.922161,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_238_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_238_page_adverserial.png,template,,,
fig_239,9,manual,1,1,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_239_page.png,,ambiguous,,,
fig_240,8,ok,0.940343,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_240_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_240_page_adverserial.png,template,,,
fig_241,1,ok,0.982836,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_241_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_241_page_adverserial.png,template,,,
fig_242,11,ok,0.820854,0.686595,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_242_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_242_page_adverserial.png,template,,,
fig_243,3,ok,0.925131,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_243_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_243_page_adverserial.png,template,,,
fig_244,10,manual,0.766198,0.730801,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_244_page.png,,ambiguous,,,
fig_245,12,ok,0.983476,0.795777,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_245_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_245_page_adverserial.png,template,,,
fig_246,9,manual,1,1,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_246_page.png,,ambiguous,,,
fig_247,6,ok,0.832393,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_247_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_247_page_adverserial.png,template,,,
fig_248,6,ok,0.975556,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_248_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_248_page_adverserial.png,template,,,
fig_249,9,manual,1,1,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_249_page.png,,ambiguous,,,
fig_250,18,ok,0.945887,,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_250_page.png,D:\Research\Final Stretch\SciFig-Evaluation-main\SciFig-Evaluation-main\adversarial_experiments\blur_figure_in_page\generated\fig_250_page_adverserial.png,template,,,
